2018-01-16 11:41:10 04.98 32.40 24.14
2018-01-16 11:41:11 04.98 32.40 24.14
2018-01-16 11:41:12 04.97 32.40 24.14
2018-01-16 11:41:13 04.97 32.40 24.14
2018-01-16 11:41:14 04.96 32.40 24.14
2018-01-16 11:41:15 04.96 32.40 24.14
2018-01-16 11:41:16 04.96 32.41 24.14
2018-01-16 11:41:17 04.96 32.41 24.14
2018-01-16 11:41:18 04.96 32.41 24.14
2018-01-16 11:41:19 04.96 32.41 24.15
2018-01-16 11:41:20 04.96 32.40 24.15
2018-01-16 11:41:21 04.96 32.41 24.15
2018-01-16 11:41:22 04.97 32.41 24.15
2018-01-16 11:41:23 04.97 32.41 24.15
2018-01-16 11:41:24 04.98 32.41 24.15
2018-01-16 11:41:25 04.99 32.41 24.15
2018-01-16 11:41:26 05.00 32.41 24.15
2018-01-16 11:41:27 05.00 32.41 24.15
2018-01-16 11:41:28 05.00 32.41 24.15
2018-01-16 11:41:29 05.00 32.41 24.16
2018-01-16 11:41:30 05.00 32.41 24.16
2018-01-16 11:41:31 04.99 32.41 24.16
2018-01-16 11:41:32 04.99 32.41 24.16
2018-01-16 11:41:34 04.98 32.41 24.17
2018-01-16 11:41:35 04.97 32.41 24.17
2018-01-16 11:41:36 04.96 32.41 24.17
2018-01-16 11:41:37 04.96 32.41 24.17
2018-01-16 11:41:38 04.96 32.41 24.17
2018-01-16 11:41:39 04.95 32.41 24.18
2018-01-16 11:41:40 04.95 32.41 24.18
2018-01-16 11:41:41 04.95 32.42 24.18
2018-01-16 11:41:42 04.95 32.41 24.18
2018-01-16 11:41:43 04.96 32.41 24.18
2018-01-16 11:41:44 04.96 32.41 24.19
2018-01-16 11:41:45 04.96 32.42 24.19
2018-01-16 11:41:46 04.97 32.42 24.19
2018-01-16 11:41:47 04.97 32.42 24.19
2018-01-16 11:41:48 04.98 32.42 24.19
2018-01-16 11:41:49 04.98 32.42 24.19
2018-01-16 11:41:50 04.98 32.42 24.19
2018-01-16 11:41:51 04.99 32.42 24.19
2018-01-16 11:41:52 05.00 32.42 24.19
2018-01-16 11:41:53 05.00 32.42 24.19
2018-01-16 11:41:54 05.00 32.42 24.19
2018-01-16 11:41:55 04.99 32.42 24.19
2018-01-16 11:41:56 04.99 32.42 24.19
2018-01-16 11:41:57 04.98 32.42 24.19
2018-01-16 11:41:58 04.97 32.42 24.19
2018-01-16 11:41:59 04.96 32.42 24.20
2018-01-16 11:42:00 04.96 32.42 24.20
2018-01-16 11:42:01 04.95 32.43 24.20
2018-01-16 11:42:02 04.95 32.42 24.20
2018-01-16 11:42:03 04.95 32.42 24.20
2018-01-16 11:42:04 04.95 32.42 24.20
2018-01-16 11:42:05 04.95 32.43 24.20
2018-01-16 11:42:06 04.95 32.43 24.20
2018-01-16 11:42:07 04.96 32.43 24.20
2018-01-16 11:42:08 04.96 32.43 24.20
2018-01-16 11:42:09 04.96 32.42 24.20
2018-01-16 11:42:10 04.97 32.43 24.21
2018-01-16 11:42:11 04.97 32.43 24.21
2018-01-16 11:42:12 04.98 32.43 24.21
2018-01-16 11:42:13 04.98 32.43 24.22
2018-01-16 11:42:14 04.99 32.43 24.22
2018-01-16 11:42:15 04.99 32.43 24.22
2018-01-16 11:42:16 04.99 32.43 24.22
2018-01-16 11:42:17 04.99 32.43 24.21
2018-01-16 11:42:18 04.99 32.43 24.21
2018-01-16 11:42:19 04.98 32.43 24.21
2018-01-16 11:42:20 04.98 32.43 24.21
2018-01-16 11:42:21 04.97 32.43 24.21
2018-01-16 11:42:22 04.97 32.43 24.22
2018-01-16 11:42:23 04.96 32.43 24.22
2018-01-16 11:42:24 04.96 32.43 24.22
2018-01-16 11:42:25 04.96 32.43 24.22
2018-01-16 11:42:26 04.96 32.43 24.21
2018-01-16 11:42:27 04.95 32.43 24.22
2018-01-16 11:42:28 04.96 32.43 24.22
2018-01-16 11:42:29 04.96 32.43 24.22
2018-01-16 11:42:30 04.96 32.43 24.21
2018-01-16 11:42:31 04.96 32.43 24.21
2018-01-16 11:42:32 04.96 32.43 24.21
2018-01-16 11:42:33 04.96 32.43 24.21
2018-01-16 11:42:34 04.97 32.44 24.21
2018-01-16 11:42:35 04.97 32.43 24.21
2018-01-16 11:42:36 04.98 32.44 24.22
2018-01-16 11:42:37 04.99 32.44 24.22
2018-01-16 11:42:38 04.99 32.44 24.22
2018-01-16 11:42:39 04.99 32.44 24.22
2018-01-16 11:42:40 04.99 32.44 24.22
2018-01-16 11:42:41 04.99 32.44 24.22
2018-01-16 11:42:42 04.99 32.44 24.22
2018-01-16 11:42:43 04.98 32.44 24.22
2018-01-16 11:42:44 04.97 32.44 24.22
2018-01-16 11:42:45 04.96 32.44 24.22
2018-01-16 11:42:46 04.96 32.44 24.22
2018-01-16 11:42:47 04.95 32.44 24.22
2018-01-16 11:42:48 04.95 32.44 24.22
2018-01-16 11:42:49 04.94 32.44 24.22
2018-01-16 11:42:50 04.94 32.44 24.22
2018-01-16 11:42:51 04.94 32.44 24.22
2018-01-16 11:42:52 04.94 32.45 24.22
2018-01-16 11:42:53 04.94 32.44 24.23
2018-01-16 11:42:54 04.94 32.44 24.23
2018-01-16 11:42:55 04.95 32.44 24.22
2018-01-16 11:42:56 04.95 32.45 24.22
2018-01-16 11:42:57 04.96 32.44 24.22
2018-01-16 11:42:58 04.96 32.44 24.22
2018-01-16 11:42:59 04.97 32.44 24.22
2018-01-16 11:43:00 04.98 32.45 24.22
2018-01-16 11:43:01 04.98 32.45 24.23
2018-01-16 11:43:02 04.98 32.45 24.23
2018-01-16 11:43:03 04.98 32.45 24.23
2018-01-16 11:43:04 04.98 32.45 24.23
2018-01-16 11:43:05 04.98 32.45 24.23
2018-01-16 11:43:06 04.97 32.45 24.23
2018-01-16 11:43:07 04.96 32.45 24.23
2018-01-16 11:43:08 04.96 32.45 24.22
2018-01-16 11:43:09 04.95 32.45 24.22
2018-01-16 11:43:10 04.94 32.45 24.23
2018-01-16 11:43:11 04.94 32.45 24.23
2018-01-16 11:43:12 04.94 32.45 24.23
2018-01-16 11:43:13 04.94 32.45 24.23
2018-01-16 11:43:14 04.94 32.45 24.23
2018-01-16 11:43:15 04.94 32.45 24.22
2018-01-16 11:43:16 04.94 32.45 24.22
2018-01-16 11:43:17 04.94 32.45 24.22
2018-01-16 11:43:18 04.95 32.45 24.21
2018-01-16 11:43:19 04.95 32.45 24.21
2018-01-16 11:43:20 04.95 32.45 24.21
2018-01-16 11:43:21 04.96 32.46 24.21
2018-01-16 11:43:22 04.96 32.46 24.20
2018-01-16 11:43:23 04.96 32.45 24.20
2018-01-16 11:43:24 04.97 32.45 24.19
2018-01-16 11:43:25 04.97 32.45 24.19
2018-01-16 11:43:26 04.96 32.46 24.18
2018-01-16 11:43:27 04.96 32.45 24.18
2018-01-16 11:43:28 04.95 32.46 24.18
2018-01-16 11:43:29 04.94 32.46 24.17
2018-01-16 11:43:30 04.92 32.45 24.17
2018-01-16 11:43:31 04.91 32.46 24.17
2018-01-16 11:43:32 04.91 32.46 24.16
2018-01-16 11:43:33 04.89 32.46 24.16
2018-01-16 11:43:34 04.89 32.46 24.16
2018-01-16 11:43:35 04.89 32.46 24.15
2018-01-16 11:43:36 04.89 32.46 24.15
2018-01-16 11:43:37 04.89 32.45 24.15
2018-01-16 11:43:38 04.90 32.46 24.15
2018-01-16 11:43:39 04.90 32.46 24.15
2018-01-16 11:43:40 04.91 32.46 24.15
2018-01-16 11:43:41 04.91 32.46 24.14
2018-01-16 11:43:42 04.92 32.46 24.15
2018-01-16 11:43:43 04.93 32.46 24.14
2018-01-16 11:43:44 04.93 32.46 24.14
2018-01-16 11:43:45 04.94 32.46 24.14
2018-01-16 11:43:46 04.94 32.46 24.14
2018-01-16 11:43:47 04.94 32.46 24.14
2018-01-16 11:43:48 04.94 32.46 24.14
2018-01-16 11:43:49 04.94 32.46 24.14
2018-01-16 11:43:50 04.94 32.46 24.13
2018-01-16 11:43:52 04.93 32.46 24.13
2018-01-16 11:43:53 04.93 32.46 24.13
2018-01-16 11:43:54 04.93 32.46 24.13
2018-01-16 11:43:55 04.92 32.46 24.13
2018-01-16 11:43:56 04.92 32.46 24.13
2018-01-16 11:43:57 04.92 32.46 24.13
2018-01-16 11:43:58 04.91 32.46 24.13
2018-01-16 11:43:59 04.91 32.46 24.13
2018-01-16 11:44:00 04.91 32.46 24.13
2018-01-16 11:44:01 04.91 32.46 24.13
2018-01-16 11:44:02 04.91 32.46 24.13
2018-01-16 11:44:03 04.92 32.46 24.14
2018-01-16 11:44:04 04.92 32.46 24.14
2018-01-16 11:44:05 04.92 32.47 24.14
2018-01-16 11:44:06 04.92 32.46 24.14
2018-01-16 11:44:07 04.92 32.46 24.14
2018-01-16 11:44:08 04.92 32.47 24.14
2018-01-16 11:44:09 04.92 32.46 24.14
2018-01-16 11:44:10 04.93 32.46 24.14
2018-01-16 11:44:11 04.93 32.46 24.14
2018-01-16 11:44:12 04.93 32.47 24.14
2018-01-16 11:44:13 04.93 32.46 24.14
2018-01-16 11:44:14 04.93 32.47 24.15
2018-01-16 11:44:15 04.93 32.47 24.15
2018-01-16 11:44:16 04.93 32.47 24.15
2018-01-16 11:44:17 04.93 32.47 24.15
2018-01-16 11:44:18 04.92 32.47 24.15
2018-01-16 11:44:19 04.92 32.47 24.15
2018-01-16 11:44:20 04.91 32.47 24.15
2018-01-16 11:44:21 04.91 32.47 24.15
2018-01-16 11:44:22 04.91 32.47 24.15
2018-01-16 11:44:23 04.91 32.47 24.15
