2018-01-16 11:39:15 04.99 32.34 24.14
2018-01-16 11:39:16 04.98 32.34 24.14
2018-01-16 11:39:18 04.98 32.34 24.14
2018-01-16 11:39:19 04.98 32.34 24.14
2018-01-16 11:39:20 04.97 32.34 24.13
2018-01-16 11:39:21 04.97 32.34 24.13
2018-01-16 11:39:22 04.97 32.34 24.13
2018-01-16 11:39:23 04.97 32.35 24.14
2018-01-16 11:39:24 04.97 32.35 24.14
2018-01-16 11:39:25 04.97 32.35 24.14
2018-01-16 11:39:26 04.97 32.35 24.14
2018-01-16 11:39:27 04.98 32.35 24.14
2018-01-16 11:39:28 04.98 32.35 24.14
2018-01-16 11:39:29 04.99 32.35 24.14
2018-01-16 11:39:30 04.99 32.35 24.14
2018-01-16 11:39:31 05.00 32.35 24.14
2018-01-16 11:39:32 05.00 32.35 24.14
2018-01-16 11:39:33 05.01 32.35 24.14
2018-01-16 11:39:34 05.01 32.35 24.14
2018-01-16 11:39:35 05.00 32.35 24.14
2018-01-16 11:39:36 05.00 32.35 24.14
2018-01-16 11:39:37 05.00 32.35 24.14
2018-01-16 11:39:38 04.99 32.35 24.14
2018-01-16 11:39:39 04.99 32.35 24.15
2018-01-16 11:39:40 04.98 32.35 24.15
2018-01-16 11:39:41 04.98 32.35 24.15
2018-01-16 11:39:42 04.97 32.36 24.15
2018-01-16 11:39:43 04.97 32.36 24.15
2018-01-16 11:39:44 04.97 32.36 24.15
2018-01-16 11:39:45 04.97 32.36 24.15
2018-01-16 11:39:46 04.97 32.36 24.15
2018-01-16 11:39:47 04.98 32.36 24.15
2018-01-16 11:39:48 04.98 32.36 24.15
2018-01-16 11:39:49 04.98 32.36 24.15
2018-01-16 11:39:50 04.98 32.36 24.15
2018-01-16 11:39:51 04.99 32.36 24.16
2018-01-16 11:39:52 04.99 32.36 24.16
2018-01-16 11:39:53 04.99 32.36 24.16
2018-01-16 11:39:54 05.00 32.36 24.15
2018-01-16 11:39:55 05.00 32.36 24.15
2018-01-16 11:39:56 05.00 32.37 24.15
2018-01-16 11:39:57 05.00 32.36 24.15
2018-01-16 11:39:58 05.00 32.36 24.15
2018-01-16 11:39:59 05.00 32.37 24.15
2018-01-16 11:40:00 05.00 32.37 24.15
2018-01-16 11:40:01 04.99 32.37 24.15
2018-01-16 11:40:02 04.99 32.37 24.14
2018-01-16 11:40:03 04.98 32.37 24.14
2018-01-16 11:40:04 04.97 32.37 24.14
2018-01-16 11:40:05 04.97 32.37 24.14
2018-01-16 11:40:06 04.97 32.37 24.14
2018-01-16 11:40:07 04.97 32.37 24.14
2018-01-16 11:40:08 04.97 32.37 24.14
2018-01-16 11:40:09 04.97 32.37 24.14
2018-01-16 11:40:10 04.97 32.37 24.14
2018-01-16 11:40:11 04.97 32.37 24.14
2018-01-16 11:40:12 04.97 32.37 24.14
2018-01-16 11:40:13 04.98 32.37 24.14
2018-01-16 11:40:14 04.98 32.37 24.14
2018-01-16 11:40:15 04.98 32.37 24.13
2018-01-16 11:40:16 04.99 32.38 24.13
2018-01-16 11:40:17 04.99 32.37 24.13
2018-01-16 11:40:18 04.99 32.37 24.13
2018-01-16 11:40:19 04.99 32.38 24.13
2018-01-16 11:40:20 04.99 32.37 24.13
2018-01-16 11:40:21 04.99 32.38 24.13
2018-01-16 11:40:22 04.99 32.38 24.13
2018-01-16 11:40:23 04.99 32.38 24.13
2018-01-16 11:40:24 04.99 32.38 24.13
2018-01-16 11:40:25 04.98 32.38 24.13
2018-01-16 11:40:26 04.97 32.38 24.13
2018-01-16 11:40:27 04.97 32.38 24.13
2018-01-16 11:40:28 04.97 32.38 24.13
2018-01-16 11:40:29 04.96 32.38 24.13
2018-01-16 11:40:30 04.96 32.38 24.13
2018-01-16 11:40:31 04.97 32.38 24.13
2018-01-16 11:40:32 04.97 32.38 24.13
2018-01-16 11:40:33 04.97 32.38 24.13
2018-01-16 11:40:34 04.97 32.38 24.13
2018-01-16 11:40:35 04.98 32.39 24.13
2018-01-16 11:40:36 04.98 32.38 24.13
2018-01-16 11:40:37 04.99 32.38 24.13
2018-01-16 11:40:38 04.99 32.39 24.13
2018-01-16 11:40:39 04.99 32.39 24.14
2018-01-16 11:40:40 05.00 32.39 24.14
2018-01-16 11:40:41 05.00 32.39 24.14
2018-01-16 11:40:42 05.00 32.39 24.14
2018-01-16 11:40:43 05.00 32.39 24.14
2018-01-16 11:40:44 05.00 32.39 24.14
2018-01-16 11:40:45 05.00 32.39 24.14
2018-01-16 11:40:46 04.99 32.39 24.14
2018-01-16 11:40:47 04.99 32.39 24.15
2018-01-16 11:40:48 04.99 32.39 24.15
2018-01-16 11:40:49 04.98 32.39 24.15
2018-01-16 11:40:50 04.98 32.39 24.15
2018-01-16 11:40:51 04.98 32.39 24.15
2018-01-16 11:40:52 04.98 32.39 24.15
2018-01-16 11:40:53 04.98 32.39 24.15
2018-01-16 11:40:54 04.98 32.39 24.15
2018-01-16 11:40:55 04.97 32.39 24.15
2018-01-16 11:40:56 04.97 32.39 24.15
2018-01-16 11:40:57 04.97 32.39 24.15
2018-01-16 11:40:58 04.97 32.40 24.15
2018-01-16 11:40:59 04.97 32.40 24.15
2018-01-16 11:41:00 04.97 32.39 24.15
2018-01-16 11:41:01 04.97 32.40 24.15
2018-01-16 11:41:02 04.98 32.40 24.15
2018-01-16 11:41:03 04.99 32.40 24.15
2018-01-16 11:41:04 04.99 32.40 24.15
2018-01-16 11:41:05 04.99 32.40 24.15
2018-01-16 11:41:06 04.99 32.40 24.14
2018-01-16 11:41:07 04.99 32.40 24.14
2018-01-16 11:41:08 04.99 32.40 24.14
2018-01-16 11:41:09 04.99 32.40 24.14
